Cod_Alu;Facultad;Escuela;Periodo;Ciclo;Sexo;Edad;Modalidad Academica
ALU_02726;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;4;F;24;Pregrado
ALU_02454;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;4;F;24;Pregrado
ALU_04152;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;4;F;23;Pregrado
ALU_02475;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;24;Pregrado
ALU_04499;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;23;Pregrado
ALU_02450;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;25;Pregrado
ALU_02444;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;26;Pregrado
ALU_01186;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;23;Pregrado
ALU_02464;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;25;Pregrado
ALU_02466;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;24;Pregrado
ALU_04147;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;33;Pregrado
ALU_01187;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;25;Pregrado
ALU_02478;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;M;22;Pregrado
ALU_04151;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;M;22;Pregrado
ALU_02459;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;M;25;Pregrado
ALU_02457;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;24;Pregrado
ALU_04500;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;22;Pregrado
ALU_02439;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;24;Pregrado
ALU_00164;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;35;Pregrado
ALU_02449;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;26;Pregrado
ALU_04176;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;26;Pregrado
ALU_02432;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;25;Pregrado
ALU_04172;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;23;Pregrado
ALU_02807;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;22;Pregrado
ALU_04187;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;M;21;Pregrado
ALU_04184;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;M;27;Pregrado
ALU_02441;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;54;Pregrado
ALU_02462;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;M;23;Pregrado
ALU_02835;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;23;Pregrado
ALU_04157;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;22;Pregrado
ALU_02453;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;23;Pregrado
ALU_04158;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;22;Pregrado
ALU_02451;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;M;23;Pregrado
ALU_04174;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;30;Pregrado
ALU_02763;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;24;Pregrado
ALU_02429;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;26;Pregrado
ALU_02452;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;5;F;27;Pregrado
ALU_09596;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;3;F;20;Pregrado
ALU_01185;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;2;F;33;Pregrado
ALU_16461;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;18;Pregrado
ALU_16462;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;19;Pregrado
ALU_15707;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;20;Pregrado
ALU_15708;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;18;Pregrado
ALU_15709;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;20;Pregrado
ALU_15710;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;19;Pregrado
ALU_15711;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;20;Pregrado
ALU_16463;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;18;Pregrado
ALU_15712;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;27;Pregrado
ALU_15713;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;21;Pregrado
ALU_16464;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;18;Pregrado
ALU_15714;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;22;Pregrado
ALU_15715;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;18;Pregrado
ALU_16454;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;22;Pregrado
ALU_15716;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;20;Pregrado
ALU_15717;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;19;Pregrado
ALU_16465;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;18;Pregrado
ALU_15718;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;18;Pregrado
ALU_16699;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;20;Pregrado
ALU_15719;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;19;Pregrado
ALU_15720;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;20;Pregrado
ALU_15721;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;19;Pregrado
ALU_15722;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;18;Pregrado
ALU_16576;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;20;Pregrado
ALU_15723;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;20;Pregrado
ALU_15724;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;18;Pregrado
ALU_15725;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;19;Pregrado
ALU_15726;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;19;Pregrado
ALU_15727;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;19;Pregrado
ALU_15728;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;20;Pregrado
ALU_15729;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;20;Pregrado
ALU_16827;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;19;Pregrado
ALU_15730;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;20;Pregrado
ALU_15731;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;19;Pregrado
ALU_15732;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;19;Pregrado
ALU_15733;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;22;Pregrado
ALU_15734;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;18;Pregrado
ALU_15735;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;24;Pregrado
ALU_15736;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;19;Pregrado
ALU_15737;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;20;Pregrado
ALU_15738;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;21;Pregrado
ALU_15740;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;19;Pregrado
ALU_16466;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;20;Pregrado
ALU_16467;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;20;Pregrado
ALU_15741;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;18;Pregrado
ALU_15742;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;20;Pregrado
ALU_15743;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;M;19;Pregrado
ALU_15745;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;20;Pregrado
ALU_09620;"MEDICINA ""HIPOLITO UNANUE""";ENFERMERIA;2026-A;1;F;24;Pregrado
ALU_06595;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;22;Pregrado
ALU_06591;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;22;Pregrado
ALU_06594;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;21;Pregrado
ALU_06593;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;23;Pregrado
ALU_06592;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;28;Pregrado
ALU_06590;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;22;Pregrado
ALU_04163;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;24;Pregrado
ALU_07448;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;22;Pregrado
ALU_06604;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;23;Pregrado
ALU_07257;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;22;Pregrado
ALU_06603;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;23;Pregrado
ALU_06605;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;21;Pregrado
ALU_06597;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;22;Pregrado
ALU_06598;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;23;Pregrado
ALU_06596;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;22;Pregrado
ALU_06599;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;22;Pregrado
ALU_06602;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;21;Pregrado
ALU_07256;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;24;Pregrado
ALU_06607;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;24;Pregrado
ALU_06613;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;43;Pregrado
ALU_06610;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;21;Pregrado
ALU_06611;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;20;Pregrado
ALU_06609;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;24;Pregrado
ALU_06606;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;28;Pregrado
ALU_09733;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;20;Pregrado
ALU_09735;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;22;Pregrado
ALU_09736;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;M;20;Pregrado
ALU_09731;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;24;Pregrado
ALU_10346;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;37;Pregrado
ALU_09719;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;M;21;Pregrado
ALU_09715;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;23;Pregrado
ALU_09710;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;M;21;Pregrado
ALU_10618;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;M;26;Pregrado
ALU_09707;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;23;Pregrado
ALU_09726;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;21;Pregrado
ALU_09727;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;21;Pregrado
ALU_09729;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;M;37;Pregrado
ALU_09730;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;21;Pregrado
ALU_09724;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;M;20;Pregrado
ALU_09722;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;21;Pregrado
ALU_06585;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;22;Pregrado
ALU_04166;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;22;Pregrado
ALU_07255;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;28;Pregrado
ALU_07468;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;27;Pregrado
ALU_06587;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;21;Pregrado
ALU_06588;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;24;Pregrado
ALU_13070;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;20;Pregrado
ALU_04160;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;M;24;Pregrado
ALU_13071;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;18;Pregrado
ALU_13072;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;19;Pregrado
ALU_11127;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;20;Pregrado
ALU_13073;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;21;Pregrado
ALU_10999;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;20;Pregrado
ALU_13076;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;19;Pregrado
ALU_13089;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;M;21;Pregrado
ALU_13091;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;M;22;Pregrado
ALU_13086;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;M;19;Pregrado
ALU_13092;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;M;19;Pregrado
ALU_13090;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;19;Pregrado
ALU_13084;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;23;Pregrado
ALU_13085;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;25;Pregrado
ALU_09718;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;M;21;Pregrado
ALU_09716;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;24;Pregrado
ALU_09720;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;26;Pregrado
ALU_09717;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;20;Pregrado
ALU_09712;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;20;Pregrado
ALU_09706;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;19;Pregrado
ALU_09709;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;M;22;Pregrado
ALU_09711;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;27;Pregrado
ALU_09708;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;21;Pregrado
ALU_13062;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;21;Pregrado
ALU_13063;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;20;Pregrado
ALU_13064;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;22;Pregrado
ALU_13066;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;M;26;Pregrado
ALU_13067;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;20;Pregrado
ALU_13068;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;21;Pregrado
ALU_13069;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;20;Pregrado
ALU_10883;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;20;Pregrado
ALU_13083;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;M;21;Pregrado
ALU_13082;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;M;19;Pregrado
ALU_11000;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;20;Pregrado
ALU_13081;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;M;22;Pregrado
ALU_13080;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;23;Pregrado
ALU_13079;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;23;Pregrado
ALU_13078;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;M;27;Pregrado
ALU_13077;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;19;Pregrado
ALU_04159;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;25;Pregrado
ALU_04190;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;25;Pregrado
ALU_04145;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;22;Pregrado
ALU_04507;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;21;Pregrado
ALU_04170;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;21;Pregrado
ALU_02461;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;25;Pregrado
ALU_02480;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;23;Pregrado
ALU_00880;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;27;Pregrado
ALU_02445;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;24;Pregrado
ALU_04153;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;21;Pregrado
ALU_02460;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;24;Pregrado
ALU_04183;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;22;Pregrado
ALU_02473;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;M;24;Pregrado
ALU_02476;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;30;Pregrado
ALU_02470;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;M;30;Pregrado
ALU_02447;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;29;Pregrado
ALU_01383;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;27;Pregrado
ALU_04164;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;M;22;Pregrado
ALU_01379;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;25;Pregrado
ALU_02443;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;27;Pregrado
ALU_04508;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;21;Pregrado
ALU_04146;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;M;22;Pregrado
ALU_04169;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;M;23;Pregrado
ALU_02436;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;23;Pregrado
ALU_01384;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;23;Pregrado
ALU_04189;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;34;Pregrado
ALU_02455;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;M;27;Pregrado
ALU_02442;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;M;32;Pregrado
ALU_04154;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;22;Pregrado
ALU_00441;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;M;26;Pregrado
ALU_04150;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;21;Pregrado
ALU_01692;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;27;Pregrado
ALU_01625;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;26;Pregrado
ALU_01381;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;24;Pregrado
ALU_02434;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;24;Pregrado
ALU_10768;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;M;22;Pregrado
ALU_06589;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;22;Pregrado
ALU_00881;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;M;30;Pregrado
ALU_06600;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;M;47;Pregrado
ALU_09714;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;M;22;Pregrado
ALU_10691;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;20;Pregrado
ALU_09713;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;1;F;20;Pregrado
ALU_13088;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;20;Pregrado
ALU_04178;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;28;Pregrado
ALU_13087;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;M;19;Pregrado
ALU_13075;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;M;19;Pregrado
ALU_02458;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;22;Pregrado
ALU_04148;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;22;Pregrado
ALU_02433;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;26;Pregrado
ALU_00362;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;29;Pregrado
ALU_02479;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;M;27;Pregrado
ALU_02440;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;24;Pregrado
ALU_06601;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;M;21;Pregrado
ALU_00146;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;33;Pregrado
ALU_01380;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;28;Pregrado
ALU_04156;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;M;26;Pregrado
ALU_09734;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;21;Pregrado
ALU_06608;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;21;Pregrado
ALU_00968;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;28;Pregrado
ALU_09725;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;24;Pregrado
ALU_09723;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;M;21;Pregrado
ALU_02448;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;27;Pregrado
ALU_09721;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;20;Pregrado
ALU_09728;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;22;Pregrado
ALU_09732;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;24;Pregrado
ALU_07489;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;21;Pregrado
ALU_04168;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;F;24;Pregrado
ALU_10620;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;M;22;Pregrado
ALU_06586;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;3;F;45;Pregrado
ALU_01382;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;27;Pregrado
ALU_02468;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;F;24;Pregrado
ALU_02750;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;5;F;23;Pregrado
ALU_13074;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;1;M;24;Pregrado
ALU_10675;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;2;M;21;Pregrado
ALU_00030;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;4;M;37;Pregrado
ALU_15814;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;1;F;18;Pregrado
ALU_15815;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;1;M;18;Pregrado
ALU_15816;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;1;F;20;Pregrado
ALU_15817;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;1;M;20;Pregrado
ALU_15818;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;1;F;20;Pregrado
ALU_15819;"MEDICINA ""HIPOLITO UNANUE""";NUTRICION;2026-A;1;F;24;Pregrado
